message,label
"Night night, see you tomorrow",ham
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,spam
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,ham
I think just yourself …Thanks and see you tomo,ham
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,ham
You have 1 new message. Please call 08718738034.,spam
Ok.ok ok..then..whats ur todays plan,ham
You do got a shitload of diamonds though,ham
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",ham
Are there TA jobs available? Let me know please cos i really need to start working,ham
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",spam
Im on gloucesterroad what are uup to later?,ham
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,ham
U GOIN OUT 2NITE?,ham
* You gonna ring this weekend or wot?,ham
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,ham
"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",ham
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,ham
"Mah b, I'll pick it up tomorrow",ham
U 2.,ham
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,ham
"Haha I heard that, text me when you're around",ham
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,spam
You still coming tonight?,ham
HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham
Mm yes dear look how i am hugging you both. :-P,ham
"It's ok, at least armand's still around",ham
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,spam
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam
U sick still can go shopping?,ham
Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,ham
Hey are you angry with me. Reply me dr.,ham
URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,spam
Printer is cool. I mean groovy. Wine is groovying,ham
Oh... Kay... On sat right?,ham
Why are u up so early?,ham
You know what hook up means right?,ham
I absolutely LOVE South Park! I only recently started watching the office.,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",spam
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham
"Sorry, I'll call later",ham
Okay but i thought you were the expert,ham
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam
Nice talking to you! please dont forget my pix :) i want to see all of you...,ham
Anything lor. Juz both of us lor.,ham
Nope. Meanwhile she talk say make i greet you.,ham
That's one of the issues but california is okay. No snow so its manageable,ham
Webpage s not available!,ham
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,ham
Are you willing to go for apps class.,ham
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham
What type of stuff do you sing?,ham
Think + da. You wil do.,ham
"4 tacos + 1 rajas burrito, right?",ham
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,ham
I'm vivek:)i got call from your number.,ham
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
Wat u doing there?,ham
Don know..he is watching film in computer..,ham
No no. I will check all rooms befor activities,ham
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,spam
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam
7 lor... Change 2 suntec... Wat time u coming?,ham
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",ham
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",spam
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham
Anything lor if they all go then i go lor...,ham
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
"Garbage bags, eggs, jam, bread, hannaford wheat chex",ham
I just really need shit before tomorrow and I know you won't be awake before like 6,ham
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham
"Just looked it up and addie goes back Monday, sucks to be her",ham
Me too! Have a lovely night xxx,ham
I'm at home. Please call,ham
I didn't get the second half of that message,ham
Ranjith cal drpd Deeraj and deepak 5min hold,ham
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam
"Lol, oh you got a friend for the dog ?",ham
Mm so you asked me not to call radio,ham
At the funeral home with Audrey and dad,ham
Ill call you evening ill some ideas.,ham
I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",ham
Left dessert. U wan me 2 go suntec look 4 u?,ham
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,ham
"Goodmorning, today i am late for 2hrs. Because of back pain.",ham
Stupid.its not possible,ham
Its sarcasm.. .nt scarcasim,ham
Stop knowing me so well!,ham
I doubt you could handle 5 times per night in any case...,ham
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,spam
She told to hr that he want posting in chennai:)because i'm working here:),ham
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",ham
"Hi elaine, is today's meeting confirmed?",ham
I'm serious. You are in the money base,ham
 what number do u live at? Is it 11?,ham
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,ham
Cos darren say ü considering mah so i ask ü...,ham
"Sorry, went to bed early, nightnight",ham
I dont know why she.s not getting your messages,ham
"And very importantly, all we discuss is between u and i only.",ham
Yup but it's not giving me problems now so mayb i'll jus leave it...,ham
Die... Now i have e toot fringe again...,ham
Ok lor. I'm in town now lei.,ham
Sorry that was my uncle. I.ll keep in touch,ham
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham
Ok... Then r we meeting later?,ham
Ok going to sleep. Hope i can meet her.,ham
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam
I not at home now lei...,ham
"Yeah why not, is the gang all ready",ham
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
Am surfing online store. For offers do you want to buy any thing.,ham
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",spam
"Don't worry, * is easy once have ingredients!",ham
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,ham
Hey you around? I've got enough for a half + the ten I owe you,ham
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ham
 &lt;#&gt;  in mca. But not conform.,ham
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",ham
Lol its ok I didn't remember til last nite,ham
I'm e person who's doing e sms survey...,ham
Yes watching footie but worried we're going to blow it - Phil Neville?,ham
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,ham
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,ham
